HeadYaw, HeadPitch, LShoulderPitch, LShoulderRoll, LElbowYaw, LElbowRoll, LWristYaw, LHipYawPitch, LHipRoll, LHipPitch, LKneePitch, LAnklePitch, LAnkleRoll, RHipYawPitch, RHipRoll, RHipPitch, RKneePitch, RAnklePitch, RAnkleRoll, RShoulderPitch, RShoulderRoll, RElbowYaw, RElbowRoll, RWristYaw
-0.151907920837, -0.0184500217438, 1.45572412014, 0.458624124527, -1.1904258728, -1.3406740427, -1.13980388641, -0.0643861293793, -0.127279996872, 0.00157594680786, -0.0123138427734, 0.0383081436157, 0.104353904724, -0.0643861293793, -0.144154071808, 0.0459780693054, 0.00464391708374, -0.0260360240936, 0.161112070084, 1.46654605865, -0.447969913483, 1.1796040535, 0.615175962448, -0.213268041611
-0.0706059932709, -0.0184500217438, 1.23176002502, 0.417206048965, -1.21036815643, -1.51861810684, -0.607506036758, -0.072056055069, -0.070522069931, 0.0890140533447, 0.00916194915771, -0.0368580818176, 0.0614018440247, -0.072056055069, -0.0919981002808, 0.0889301300049, 0.00157594680786, -0.0352399349213, 0.116626024246, 1.50182819366, -0.447969913483, 1.18420600891, 0.570689916611, -0.214802026749
-0.151907920837, -0.0184500217438, 1.50327801704, 0.454021930695, -1.21343612671, -1.39283013344, -1.29473781586, -0.0106959342957, -0.153357982635, -0.0475120544434, 0.00302600860596, -0.00924587249756, 0.131965875626, -0.0106959342957, -0.153357982635, -0.0445280075073, 0.00157594680786, -0.00762796401978, 0.170315980911, 1.47268199921, -0.460242033005, 1.18880808353, 0.584496021271, -0.211734056473
-0.151907920837, -0.0184500217438, 1.53856003284, 0.466294050217, -1.02628803253, -1.32533407211, -1.74420022964, -0.0935320854187, -0.0981340408325, 0.127363920212, 0.00149202346802, -0.0936160087585, 0.0690720081329, -0.0935320854187, -0.15029001236, -0.0276539325714, 0.00157594680786, 0.0614018440247, 0.164180040359, 1.52790594101, -0.467911958694, 1.19954609871, 0.501659870148, -0.219403982162
-0.0199840068817, -0.0184500217438, 1.48947203159, 0.411070108414, -1.02782201767, -1.32533407211, -0.895897865295, 4.19616699219e-05, 0.0107798576355, 0.133499860764, 0.00302600860596, -0.133499860764, 0.0031099319458, 4.19616699219e-05, -0.119610071182, -0.115092039108, 4.19616699219e-05, 0.12889790535, 0.130431890488, 1.48802185059, -0.540009975433, 1.59225010872, 1.34075784683, 0.567538022995
-0.237812042236, -0.0184500217438, 1.50634610653, 0.510780096054, -1.43279790878, -1.48487007618, -1.18428993225, -0.0229680538177, -0.0475120544434, 0.0215179920197, -0.00157594680786, -0.0399260520935, 0.0322558879852, -0.0229680538177, -0.070522069931, -0.0920820236206, 0.00157594680786, 0.0660040378571, 0.0828778743744, 1.48648786545, -0.52773809433, 1.24096405506, 1.35609817505, 0.978650093079
-0.0199840068817, -0.0184500217438, 1.46953010559, 0.510780096054, -1.02322006226, -1.49714207649, -0.625914096832, -0.070522069931, -0.0873961448669, -0.138018131256, 0.00302600860596, 0.11347413063, 0.067538022995, -0.070522069931, -0.124212026596, 0.0996680259705, -0.00149202346802, -0.104269981384, 0.141170024872, 1.41899204254, -0.460242033005, 1.40970408916, 1.38217592239, 0.704064130783
0.176367998123, -0.0199840068817, 0.835988044739, 1.04000997543, -1.75800609589, -1.50481212139, 0.239262104034, -0.0689880847931, -0.14262008667, 0.0782759189606, 0.0152981281281, -0.119693994522, 0.116626024246, -0.0689880847931, -0.165630102158, -0.0614018440247, 0.00157594680786, 0.0429940223694, 0.191792011261, 0.846809864044, -1.11526012421, 1.95580804348, 1.50029420853, -0.0276539325714
0.188640117645, -0.0215179920197, 0.957174062729, 1.03694200516, -2.07094192505, -1.5170841217, 0.0536479949951, -0.00609397888184, -0.0751240253448, 0.187190055847, 0.0045599937439, -0.185656070709, 0.0951499938965, -0.00609397888184, -0.116542100906, -0.0598678588867, 0.00771188735962, 0.0614018440247, 0.161112070084, 1.03088998795, -1.05083179474, 2.00029420853, 1.51870203018, -0.0644700527191
0.161028146744, -0.0215179920197, 1.40203404427, 0.805308103561, -1.67977190018, -1.50634610653, 0.440216064453, -0.0245020389557, -0.0919981002808, 0.102819919586, -0.00464391708374, -0.0782759189606, 0.0798099040985, -0.0245020389557, -0.085862159729, -0.0706059932709, 0.00617790222168, 0.0767419338226, 0.105887889862, 1.32388401031, -0.898965835571, 1.6858240366, 1.34075784683, -0.727158069611
